Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
7574,0.31,Premium,F,VVS1,61.8,59.0,4.35,4.33,2.68,959
23690,1.5,Premium,F,SI1,61.4,59.0,7.34,7.31,4.5,11588
2182,1.66,Good,G,VS2,63.2,56.0,7.49,7.61,4.77,15091
7679,0.31,Ideal,I,VS2,62.3,54.0,4.37,4.4,2.73,452
18792,0.31,Ideal,H,VS1,62.0,53.0,4.34,4.37,2.7,562
15765,0.91,Premium,H,VS1,59.2,62.0,6.2,6.14,3.65,3881
25948,0.7,Good,D,SI1,62.6,60.0,5.57,5.61,3.5,2681
13633,0.69,Ideal,H,SI1,62.1,57.0,5.65,5.62,3.5,1822
13377,0.32,Ideal,E,VVS2,61.4,54.0,4.44,4.45,2.73,843
1150,1.04,Premium,G,VS1,60.2,58.0,6.65,6.64,4.0,6360
3513,0.21,Premium,D,VS2,58.3,59.0,3.96,3.93,2.3,386
19551,0.8,Fair,G,SI2,64.6,55.0,5.86,5.75,3.75,2318
10115,0.71,Good,G,VS1,63.5,55.0,5.64,5.66,3.59,2853
6218,1.27,Premium,I,SI1,60.9,59.0,6.99,6.94,4.24,5690
17683,0.56,Ideal,F,VVS2,61.1,57.0,5.32,5.35,3.25,2676
1101,0.5,Good,F,SI1,64.3,57.0,5.03,4.94,3.21,975
6517,0.41,Very Good,E,SI1,61.0,61.0,4.74,4.77,2.9,725
2554,0.75,Good,E,SI1,58.3,60.0,5.94,5.99,3.48,2923
13466,1.57,Ideal,F,SI1,61.1,55.0,7.53,7.55,4.61,12320
10105,0.3,Very Good,G,VS1,61.2,59.0,4.28,4.32,2.63,605
15447,0.29,Very Good,E,VS1,61.7,58.0,4.23,4.29,2.63,504
4088,0.31,Ideal,I,SI1,61.5,55.0,4.36,4.39,2.69,436
518,0.45,Good,F,VS1,58.6,62.2,5.0,5.05,2.95,1144
710,1.71,Very Good,F,VS1,61.9,61.0,7.61,7.67,4.73,17685
1509,0.33,Ideal,G,SI2,61.7,55.0,4.46,4.48,2.76,463
26827,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1689
26220,1.51,Premium,F,IF,60.5,61.0,7.5,7.4,4.45,18102
12633,1.88,Very Good,D,SI2,63.2,60.0,7.84,7.79,4.94,9791
23760,1.16,Ideal,I,SI1,,60.0,6.76,6.71,4.14,4742
24816,2.19,Good,I,SI2,63.7,57.0,8.23,8.19,5.23,11522
898,0.43,Ideal,F,IF,60.9,57.0,4.89,4.86,2.97,1580
12092,0.3,Very Good,E,VS2,62.0,58.0,4.26,4.29,2.65,658
25636,0.57,Premium,G,VS2,,55.0,5.31,5.26,3.31,1728
3931,0.9,Very Good,D,SI1,63.3,57.0,6.12,6.07,3.86,4304
19541,0.51,Good,G,VVS2,63.7,54.0,5.08,5.1,3.24,1800
6402,0.33,Ideal,F,VS1,61.2,57.0,4.46,4.49,2.74,738
18006,1.16,Ideal,G,SI2,61.9,56.0,6.73,6.77,4.18,4880
12781,0.4,Premium,J,VS1,60.7,60.0,4.79,4.76,2.9,810
9896,0.38,Premium,F,VS2,61.9,59.0,4.66,4.61,2.87,1026
11477,0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,2100
6983,1.18,Premium,I,SI2,62.9,58.0,6.77,6.7,4.24,3925
20217,1.01,Very Good,E,SI1,61.9,56.0,6.33,6.41,3.94,5759
19423,0.33,Ideal,G,VS1,61.7,56.0,4.47,4.44,2.75,854
20403,1.2,Premium,E,SI1,62.5,56.0,6.75,6.71,4.21,6742
16710,0.32,Ideal,G,SI1,61.8,55.0,4.4,4.43,2.73,449
5272,1.71,Ideal,I,VS2,60.5,56.0,7.71,7.73,4.67,11455
7733,1.08,Ideal,H,VVS1,61.8,57.0,6.55,6.59,4.06,9041
7406,0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,1436
9813,1.5,Very Good,G,VS1,60.2,58.0,7.38,7.41,4.45,13596
14413,2.02,Very Good,D,SI2,62.3,56.0,7.99,8.06,5.0,17263
20840,1.51,Very Good,I,SI2,60.6,60.2,7.32,7.37,4.45,7441
8656,0.8,Ideal,E,SI1,61.0,57.0,6.0,6.03,3.67,3890
18896,0.43,Premium,G,SI1,60.4,58.0,4.9,4.87,2.95,968
25132,1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,4167
25845,0.42,Ideal,F,SI1,61.9,54.0,4.87,4.83,3.0,838
1203,0.3,Ideal,D,VS2,62.5,55.0,4.3,4.31,2.69,710
18838,1.01,Premium,H,VS1,61.2,61.0,6.44,6.41,3.93,5294
16815,0.41,Very Good,H,SI1,63.3,56.0,4.74,4.71,2.99,876
10765,0.51,Ideal,H,VVS1,61.4,55.0,5.13,5.16,3.16,1776
760,1.56,Ideal,E,VS2,60.5,57.0,7.56,7.5,4.56,12717
14292,0.41,Ideal,E,VS2,62.1,56.0,4.74,4.76,2.95,935
7567,0.32,Very Good,E,SI1,60.4,61.0,4.39,4.42,2.66,524
9545,0.31,Very Good,G,VS1,62.4,59.0,4.32,4.34,2.7,625
24460,0.34,Good,F,VS1,60.6,63.0,4.46,4.59,2.74,696
23933,1.23,Ideal,F,VS2,61.7,57.0,6.9,6.94,4.27,9376
26188,0.34,Premium,F,VS2,62.6,59.0,4.48,4.44,2.79,880
23850,0.3,Ideal,D,SI1,61.9,55.0,4.31,4.35,2.68,524
17888,0.91,Fair,E,VVS2,,55.0,6.13,6.0,3.83,5430
16639,0.9,Very Good,D,VS1,63.4,58.0,6.15,6.09,3.88,5511
23855,0.88,Ideal,F,SI1,62.3,53.0,6.12,6.15,3.82,4054
26464,0.91,Ideal,F,SI2,62.0,56.0,6.2,6.22,3.85,4642
708,0.9,Good,J,SI2,,56.0,6.1,6.17,3.92,2693
4067,0.96,Very Good,G,SI1,60.3,57.0,6.35,6.38,3.84,4265
252,0.24,Very Good,E,VVS2,60.0,57.0,4.07,4.1,2.45,552
1827,0.41,Very Good,E,VVS2,61.6,60.0,4.75,4.77,2.93,1249
3223,0.31,Very Good,G,VVS2,62.3,59.0,4.29,4.32,2.68,617
23746,1.19,Very Good,H,SI2,63.4,58.0,6.79,6.76,4.29,4558
5016,1.01,Premium,H,SI2,60.7,58.0,6.52,6.49,3.95,3790
15806,0.5,Premium,G,VVS2,60.5,62.0,5.14,5.07,3.09,1806
22250,1.38,Premium,J,VS2,60.2,59.0,7.29,7.19,4.36,6175
13488,0.5,Ideal,D,SI1,60.9,57.0,5.11,5.13,3.12,1563
20021,0.51,Ideal,H,VVS2,61.6,55.0,5.11,5.14,3.16,1877
15236,0.4,Premium,F,VVS2,60.8,59.0,4.76,4.72,2.88,1163
20591,2.22,Very Good,J,SI1,58.7,60.0,8.51,8.57,5.01,13782
25561,0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,641
23932,0.7,Very Good,F,SI1,62.6,56.0,5.66,5.72,3.56,2196
311,0.7,Ideal,H,SI2,59.9,57.0,5.77,5.74,3.45,2142
19360,0.3,Premium,E,VS2,62.2,60.0,4.28,4.24,2.65,844
26094,1.02,Good,G,VS1,64.3,57.0,6.28,6.34,4.06,5951
2684,0.75,Ideal,F,VVS2,61.9,54.0,5.83,5.84,3.61,3710
15777,0.37,Good,H,VS2,63.7,55.0,4.56,4.54,2.9,749
4798,0.58,Ideal,F,VS1,60.6,55.0,5.41,5.48,3.3,2117
7371,0.5,Very Good,I,VVS1,62.8,61.0,4.98,5.05,3.15,1448
18323,0.9,Ideal,H,VS1,60.9,56.0,6.25,6.27,3.81,5013
11654,0.43,Good,F,SI1,63.8,57.0,4.82,4.8,3.07,948
15133,1.23,Ideal,G,SI1,61.4,56.0,6.94,6.91,4.25,6509
14057,1.02,Very Good,D,SI2,61.3,62.0,6.42,6.46,3.95,3971
26197,1.12,Premium,H,SI2,61.0,56.0,6.68,6.65,4.07,4077
14936,0.3,Ideal,E,VS1,60.6,56.0,4.35,4.36,2.64,735
3023,1.06,Premium,J,SI2,62.9,59.0,6.43,6.39,4.03,3391
23971,0.36,Premium,E,VS2,60.3,59.0,4.64,4.58,2.78,1013
382,1.22,Ideal,F,VVS1,61.2,57.0,6.88,6.92,4.22,13029
14769,1.28,Very Good,G,VVS2,59.5,56.0,7.12,7.16,4.25,11478
6845,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,3478
25071,0.23,Very Good,D,VVS2,61.3,58.0,3.93,3.97,2.42,530
15915,0.3,Premium,E,VS2,62.9,58.0,4.24,4.22,2.66,844
9974,1.01,Good,G,VS1,59.2,63.0,6.5,6.48,3.84,6407
185,1.21,Very Good,I,SI1,63.3,60.0,6.76,6.69,4.26,4404
16712,1.2,Fair,H,SI2,64.8,58.0,6.61,6.56,4.27,4368
25793,0.71,Ideal,H,VVS2,61.9,56.0,5.72,5.76,3.55,3371
608,0.54,Ideal,D,VS1,61.4,57.0,5.21,5.24,3.21,2039
20784,0.4,Ideal,D,VVS1,61.6,56.0,4.74,4.77,2.93,1637
13368,1.05,Ideal,F,VVS1,61.6,55.0,6.57,6.53,4.04,10872
14797,1.01,Ideal,G,VS2,62.7,56.0,6.43,6.39,4.02,6108
70,0.32,Premium,J,SI1,62.2,59.0,4.37,4.41,2.73,365
16709,0.9,Premium,H,VS1,60.2,58.0,6.32,6.28,3.79,4234
9224,1.05,Ideal,G,VVS2,60.4,54.0,6.6,6.65,4.0,9000
26474,0.9,Fair,I,SI1,65.7,58.0,6.03,6.0,3.95,2873
8900,1.01,Good,E,SI1,63.7,58.0,6.32,6.36,4.04,5132
19307,1.21,Premium,H,SI1,62.4,56.0,6.83,6.79,4.25,6566
26305,1.17,Ideal,I,VS1,62.2,53.0,6.78,6.81,4.23,6013
24530,0.7,Premium,E,VS2,60.7,62.0,5.72,5.68,3.46,2822
1811,0.41,Premium,F,VVS2,61.0,59.0,4.77,4.83,2.93,1115
15749,0.47,Ideal,F,VS2,60.7,56.1,5.02,5.08,3.07,1226
18459,0.4,Premium,E,SI1,62.8,59.0,4.73,4.7,2.96,907
6787,0.36,Premium,H,VS1,60.8,59.0,4.62,4.59,2.8,810
4938,0.38,Ideal,F,VVS1,,53.0,4.63,4.67,2.9,1096
17204,1.2,Ideal,J,SI2,61.7,56.0,6.79,6.87,4.21,4659
20327,0.31,Ideal,G,IF,62.3,56.0,4.34,4.36,2.71,871
4693,0.57,Ideal,F,VS2,61.7,57.0,5.36,5.33,3.3,1847
4264,0.3,Very Good,F,IF,62.0,55.0,4.33,4.35,2.69,886
24021,0.6,Fair,G,SI1,64.5,56.0,5.27,5.24,3.39,1305
5521,1.02,Ideal,D,VVS2,62.0,56.0,6.43,6.48,4.0,10967
26753,1.16,Premium,F,VVS1,60.4,60.0,6.9,6.77,4.13,10809
7130,0.3,Premium,G,VVS2,61.8,59.0,4.26,4.22,2.62,878
15321,2.14,Premium,H,VS2,61.7,58.0,8.28,8.22,5.09,16390
497,0.4,Ideal,F,SI1,62.1,57.0,4.69,4.65,2.9,882
13543,1.32,Very Good,G,SI2,62.9,57.0,6.94,6.98,4.38,6294
11846,1.15,Premium,H,SI2,61.6,60.0,6.72,6.75,4.15,4743
2771,0.54,Ideal,H,VS2,62.6,57.0,5.24,5.2,3.27,1389
14866,0.78,Very Good,I,VS1,60.9,55.0,5.94,5.98,3.63,2694
26798,0.56,Very Good,E,IF,61.0,59.0,5.28,5.34,3.24,2833
12658,0.37,Ideal,D,SI1,61.9,54.0,4.62,4.65,2.87,643
13838,2.03,Very Good,E,SI2,63.0,61.0,7.99,8.04,5.05,15690
25083,0.46,Good,I,VVS1,63.5,57.0,4.85,4.91,3.1,1089
1494,1.01,Very Good,F,IF,63.5,59.0,6.29,6.41,4.03,9972
3677,0.71,Fair,H,SI1,65.1,56.0,5.63,5.55,3.64,2112
2656,0.24,Very Good,D,VVS2,61.5,58.0,3.96,3.98,2.44,478
19214,1.72,Good,J,SI2,63.2,57.0,7.56,7.6,4.79,7741
10181,0.91,Very Good,D,SI1,61.5,59.0,6.18,6.25,3.82,4239
22487,0.23,Very Good,E,VS1,60.4,62.0,3.93,3.99,2.39,378
10864,0.9,Premium,G,VS2,61.5,60.0,6.16,6.13,3.78,4309
914,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,1415
11199,0.74,Very Good,H,VVS2,60.5,60.0,5.79,5.81,3.51,2921
18009,1.38,Ideal,H,VS1,63.6,56.0,7.05,7.0,4.47,8037
4329,0.5,Good,E,SI1,64.2,59.0,5.03,4.97,3.21,1155
7442,0.32,Ideal,H,IF,62.0,55.0,4.39,4.42,2.73,814
19712,0.59,Ideal,D,SI1,62.1,56.0,5.36,5.4,3.34,1684
8187,0.71,Ideal,F,VS1,61.7,55.0,5.73,5.77,3.55,3041
22030,0.31,Very Good,E,VVS2,64.2,55.0,4.24,4.3,2.74,721
17726,1.0,Good,D,SI2,64.3,59.0,6.21,6.3,4.02,4065
8755,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,4027
17770,2.02,Premium,I,SI1,61.4,58.0,8.14,8.07,4.98,14240
1945,0.9,Very Good,I,VS2,61.4,58.0,6.22,6.25,3.83,4089
12412,2.48,Very Good,H,SI1,63.3,56.0,8.6,8.55,5.43,17893
20509,0.32,Premium,H,VVS2,61.6,55.0,4.44,4.42,2.73,828
24105,0.8,Very Good,F,SI2,61.5,56.0,5.93,5.98,3.66,2652
24291,1.15,Ideal,G,VS2,61.4,57.0,6.78,6.74,4.15,6492
4023,0.66,Ideal,G,SI1,61.7,55.0,5.64,5.6,3.47,1885
2170,0.28,Very Good,H,VS2,61.6,57.0,4.22,4.25,2.61,429
11113,1.03,Very Good,G,SI2,63.0,60.0,6.35,6.39,4.01,3755
20503,1.03,Premium,J,SI1,61.7,54.0,6.56,6.5,4.03,4153
9647,0.34,Ideal,I,VS2,61.5,55.0,4.53,4.55,2.79,495
15898,1.2,Good,D,I1,63.6,60.0,6.72,6.67,4.26,4346
26142,1.0,Very Good,G,VVS1,62.3,56.0,6.29,6.4,3.95,7507
22238,1.1,Premium,F,I1,,61.0,6.7,6.65,3.99,3745
20738,0.3,Ideal,G,VVS1,61.7,55.0,4.31,4.35,2.67,747
24090,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,12554
5709,0.38,Good,G,VS1,63.9,60.0,4.59,4.52,2.91,962
2987,0.58,Good,G,SI1,63.5,56.0,5.28,5.34,3.37,1295
2887,0.58,Ideal,F,VVS2,62.0,56.0,5.32,5.36,3.31,2509
4032,0.5,Very Good,D,SI1,61.9,61.0,5.09,5.12,3.16,1436
7663,0.7,Ideal,G,VS2,61.5,57.0,5.7,5.74,3.52,3253
17639,1.64,Very Good,H,SI2,60.7,59.0,7.61,7.65,4.63,9632
12681,0.7,Good,H,SI1,63.7,59.0,5.53,5.59,3.54,2218
24439,0.9,Premium,E,SI1,62.2,59.0,6.21,6.16,3.88,4259
2975,0.5,Premium,G,VVS2,60.9,59.0,5.09,5.12,3.11,1838
24921,0.43,Ideal,D,VS1,61.6,56.0,4.85,4.86,2.99,1207
22831,0.54,Very Good,D,SI1,62.0,55.0,5.21,5.24,3.24,1662
2413,0.51,Premium,J,SI1,61.7,56.0,5.17,5.14,3.18,956
3525,1.04,Premium,D,SI2,60.9,57.0,6.54,6.49,3.97,4123
5940,0.41,Very Good,F,VS2,62.6,58.0,4.75,4.81,2.99,863
5508,0.35,Ideal,E,IF,62.2,56.0,4.52,4.51,2.81,1254
57,0.52,Good,E,SI1,63.7,54.0,5.12,5.15,3.27,1388
13473,0.31,Ideal,F,IF,62.1,56.0,4.36,4.33,2.7,1046
16370,0.3,Good,H,VS1,63.4,53.0,4.25,4.3,2.71,526
24777,0.41,Ideal,D,VS1,61.3,54.0,4.8,4.83,2.95,1151
17869,0.55,Ideal,F,VS2,61.1,56.0,5.31,5.27,3.23,1819
8541,0.36,Ideal,D,SI1,60.3,56.0,4.65,4.61,2.79,851
22873,0.41,Very Good,H,VVS1,61.4,60.0,4.73,4.78,2.92,1043
1551,0.75,Very Good,E,SI1,60.2,60.0,5.89,5.93,3.56,2968
23711,1.52,Very Good,H,SI2,62.8,58.0,7.25,7.3,4.57,8408
4988,1.0,Ideal,F,SI1,62.0,55.0,6.39,6.44,3.98,5239
2643,0.33,Ideal,G,VS2,62.3,55.0,4.47,4.42,2.77,743
24150,0.54,Ideal,D,VS2,61.3,56.0,5.22,5.26,3.21,1892
22147,0.96,Ideal,G,VS1,61.1,56.0,6.34,6.39,3.89,6807
2499,0.3,Ideal,F,SI1,62.2,54.2,4.31,4.34,2.69,499
17086,1.07,Premium,G,SI2,62.5,59.0,6.5,6.47,4.05,3296
3804,0.82,Premium,E,SI1,61.2,61.0,5.98,5.95,3.65,3211
2195,1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,14282
25504,0.31,Very Good,G,VVS2,62.9,58.0,4.28,4.3,2.7,707
19228,0.52,Ideal,I,SI1,61.8,55.0,5.16,5.19,3.2,1074
12962,0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,675
15710,0.34,Ideal,F,VVS2,62.0,54.2,4.47,4.49,2.78,846
20702,0.6,Fair,G,SI1,65.7,55.0,5.31,5.23,3.46,1197
7147,1.02,Premium,D,SI2,62.3,58.0,6.42,6.37,3.99,4044
17390,0.73,Very Good,I,SI2,63.0,58.0,5.71,5.75,3.61,2093
26666,0.7,Good,E,VS2,59.2,64.0,5.8,5.75,3.42,2559
24218,1.03,Ideal,G,SI1,61.1,57.0,6.54,6.58,4.01,5147
7015,0.42,Ideal,F,VS1,61.4,57.0,4.78,4.83,2.95,1031
11914,0.9,Very Good,E,SI2,58.7,63.0,6.23,6.2,3.65,2930
20858,0.51,Premium,D,SI2,62.0,58.0,5.08,5.12,3.16,1264
17901,0.67,Premium,G,VS2,61.0,61.0,5.66,5.61,3.44,2050
3299,1.5,Very Good,H,SI1,62.0,63.0,7.24,7.19,4.47,7459
954,0.53,Premium,G,VS2,60.7,59.0,5.24,5.18,3.16,1607
22518,0.7,Premium,G,VS2,61.8,60.0,5.66,5.63,3.49,2479
8717,0.3,Premium,E,VS2,62.2,60.0,4.24,4.28,2.65,658
21360,2.54,Ideal,G,SI2,62.7,56.0,8.75,8.67,5.46,17339
22335,0.23,Ideal,F,VS2,60.9,57.0,3.96,3.99,2.42,498
10821,0.27,Very Good,E,VVS2,60.5,60.0,4.19,4.2,2.54,544
102,0.7,Fair,E,SI1,65.2,58.0,5.57,5.54,3.62,2318
23693,0.42,Very Good,I,IF,,58.0,4.83,4.88,2.92,938
16381,1.02,Ideal,G,SI1,62.2,56.0,6.44,6.46,4.01,5082
7925,0.28,Very Good,F,VVS2,62.6,55.0,4.18,4.2,2.62,707
5258,0.9,Very Good,G,SI1,62.0,58.0,6.14,6.18,3.82,3841
19720,0.72,Ideal,H,IF,61.4,56.0,5.76,5.8,3.55,3257
8492,1.5,Very Good,I,VS1,60.4,59.0,7.35,7.42,4.46,9759
12027,0.92,Ideal,H,VS1,60.9,57.0,6.33,6.29,3.84,4328
5388,0.32,Good,I,SI2,63.4,56.0,4.34,4.37,2.76,374
19644,0.53,Very Good,F,SI1,61.6,57.0,5.16,5.23,3.2,1359
4535,0.32,Premium,H,VS2,62.7,58.0,4.35,4.33,2.72,605
14879,0.53,Ideal,E,VS2,61.9,56.0,5.19,5.21,3.22,1721
26104,0.82,Very Good,I,SI1,62.3,58.0,5.94,6.0,3.72,2602
11773,0.71,Very Good,G,SI1,63.2,58.0,5.68,5.65,3.58,2147
15116,0.4,Good,E,SI1,64.2,56.0,4.69,4.66,3.0,882
8469,0.31,Good,H,SI1,63.6,57.0,4.31,4.28,2.73,558
1757,1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,4662
11986,0.75,Very Good,I,SI1,59.1,58.0,5.87,5.91,3.48,2180
3730,1.02,Ideal,F,VS1,61.0,56.0,6.54,6.5,3.98,7654
4521,0.6,Ideal,D,SI1,62.2,56.0,5.44,5.4,3.37,1996
16166,0.34,Very Good,D,SI1,62.0,59.0,4.42,4.48,2.76,626
1176,0.7,Very Good,E,SI2,61.5,56.0,5.71,5.73,3.52,2298
13411,1.03,Very Good,F,SI2,61.8,59.0,6.43,6.48,3.99,4414
2323,0.34,Ideal,G,SI1,62.7,57.0,4.48,4.51,2.82,473
7114,0.75,Very Good,J,SI1,62.4,56.0,5.78,5.82,3.62,2083
3289,0.9,Ideal,H,SI1,62.5,56.0,6.14,6.18,3.85,4492
10444,0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77,765
11224,0.3,Premium,H,SI1,62.2,60.0,4.28,4.24,2.65,540
16897,2.04,Premium,I,SI1,62.2,57.0,8.14,8.07,5.04,16942
22078,0.71,Very Good,F,SI2,61.6,59.0,5.7,5.76,3.53,2326
1267,1.54,Premium,H,VS2,61.8,59.0,7.4,7.35,4.56,10897
7902,0.41,Very Good,H,VS2,,58.0,4.77,4.66,2.99,943
15901,0.27,Ideal,G,IF,62.0,56.0,4.14,4.17,2.58,627
9763,1.0,Premium,E,SI2,61.7,58.0,6.34,6.39,3.93,4620
14699,0.3,Premium,G,VS1,62.2,59.0,4.28,4.31,2.67,605
13994,0.3,Ideal,E,VVS1,61.7,58.0,4.28,4.31,2.65,862
6321,0.38,Ideal,D,VS1,62.2,57.0,4.63,4.66,2.89,1067
21877,1.46,Premium,I,SI2,62.4,59.0,7.21,7.16,4.49,5519
22539,0.32,Premium,H,VS2,60.5,59.0,4.39,4.43,2.67,505
5839,0.31,Ideal,F,IF,62.2,56.0,4.31,4.34,2.69,979
26316,0.52,Ideal,D,VS2,62.1,57.0,5.13,5.17,3.2,1689
13238,0.53,Ideal,G,VVS2,62.5,54.0,5.21,5.19,3.25,1914
18285,0.33,Ideal,D,VS2,62.5,56.0,4.46,4.43,2.78,1002
12131,2.03,Very Good,E,SI2,63.1,56.0,8.01,7.99,5.05,14646
4392,0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,520
20030,2.01,Premium,H,SI2,62.2,61.0,8.08,8.04,5.01,15673
16106,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,955
7378,1.0,Very Good,I,SI1,63.2,56.0,6.37,6.31,4.01,4088
12988,1.91,Premium,I,SI1,60.9,53.0,8.11,8.07,4.93,13367
18017,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,2801
20659,1.5,Premium,G,VS2,62.5,59.0,7.28,7.32,4.56,12196
3435,0.37,Ideal,F,VS2,60.6,56.0,4.63,4.64,2.81,746
20479,0.73,Premium,J,VS1,60.2,58.0,5.87,5.82,3.52,2037
3963,0.32,Ideal,G,VS2,61.4,55.0,4.4,4.46,2.72,561
26185,2.01,Premium,I,SI2,58.2,61.0,8.24,8.2,4.78,13052
22068,1.0,Good,E,VVS1,63.4,59.0,6.27,6.24,4.0,8359
5849,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,3644
22867,1.01,Very Good,F,SI1,63.0,58.0,6.31,6.39,4.0,4619
24026,0.23,Good,D,VVS1,64.8,58.0,3.83,3.85,2.49,478
20038,0.87,Ideal,E,SI2,60.4,58.0,6.19,6.23,3.75,3566
11130,0.56,Ideal,E,VS2,62.6,57.0,5.29,5.26,3.3,1915
26814,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,3329
9513,0.57,Very Good,I,SI1,61.8,57.0,5.31,5.34,3.29,1173
17369,1.02,Fair,E,SI2,65.3,59.0,6.28,6.22,4.08,3838
18389,0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,828
4620,0.3,Very Good,G,VVS2,62.9,58.0,4.26,4.29,2.69,638
11056,1.5,Very Good,F,SI2,62.9,55.0,7.26,7.28,4.57,9817
999,0.52,Good,E,VS2,61.5,61.0,5.16,5.09,3.15,1660
25773,0.41,Premium,F,VS2,60.3,60.0,4.81,4.84,2.91,863
9256,0.57,Premium,D,VS2,60.4,57.0,5.38,5.35,3.24,1775
1634,1.53,Ideal,I,VS2,61.5,56.0,7.39,7.44,4.55,11434
287,1.03,Premium,J,SI1,61.1,61.0,6.49,6.44,3.95,3749
12460,0.72,Good,I,VS1,61.8,61.0,5.67,5.72,3.53,2048
13478,0.7,Ideal,I,VVS2,62.7,54.0,5.65,5.69,3.55,2487
447,0.7,Good,F,VS1,59.4,62.0,5.71,5.76,3.4,2759
11808,0.57,Ideal,G,VVS2,61.7,54.0,5.41,5.32,3.31,2206
19746,0.51,Ideal,G,VVS2,62.2,56.0,5.09,5.13,3.18,1827
4115,1.01,Very Good,F,IF,61.9,59.0,6.38,6.45,3.97,10476
6533,1.61,Very Good,G,SI1,,56.0,7.44,7.54,4.69,12028
1998,1.0,Premium,H,SI2,59.4,60.0,6.55,6.49,3.87,3360
19329,1.51,Ideal,E,VS2,62.8,56.0,7.31,7.24,4.57,14844
19451,0.3,Ideal,I,VS1,61.0,56.0,4.35,4.37,2.66,473
23581,0.92,Good,D,SI1,63.6,57.0,6.14,6.09,3.89,4086
11663,0.7,Fair,G,I1,67.5,55.0,5.59,5.37,3.71,1069
4675,0.3,Very Good,G,VVS1,63.1,58.0,4.31,4.28,2.71,1013
12274,1.02,Ideal,F,VS2,61.0,56.0,6.55,6.62,4.02,6393
16977,0.51,Ideal,G,VS2,60.7,56.0,5.18,5.23,3.16,1557
20101,1.0,Good,F,VS2,64.2,58.0,6.32,6.26,4.04,5606
8912,0.77,Ideal,D,SI2,60.6,56.0,5.9,5.95,3.59,2973
21140,1.57,Premium,J,VS2,59.9,57.0,7.56,7.52,4.52,6629
4914,1.12,Ideal,G,SI2,61.3,55.0,6.74,6.7,4.12,4990
13485,0.52,Ideal,G,VVS2,61.6,55.0,5.14,5.18,3.19,1957
20251,1.08,Ideal,G,SI1,61.8,56.0,6.55,6.58,4.06,5256
1744,0.58,Ideal,E,VS2,61.9,56.0,5.38,5.35,3.32,1984
23311,0.37,Ideal,F,VVS2,61.1,56.0,4.62,4.65,2.83,987
16454,0.32,Ideal,G,VS2,59.8,57.0,4.43,4.46,2.66,561
24416,0.7,Premium,F,VVS2,62.2,56.0,5.72,5.63,3.53,3018
18361,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4523
25110,0.4,Premium,F,VVS2,62.2,59.0,4.7,4.65,2.91,1163
18906,1.0,Premium,H,SI2,60.2,61.0,6.48,6.44,3.89,3920
15498,0.28,Very Good,D,VVS1,60.3,62.0,4.22,4.24,2.55,596
1514,0.91,Ideal,H,SI1,62.4,57.0,6.18,6.23,3.87,3635
2355,0.32,Premium,F,SI2,59.7,59.0,4.43,4.48,2.66,421
13967,1.5,Premium,I,VVS2,59.7,60.0,7.62,7.46,4.5,10744
1248,1.03,Ideal,F,SI2,61.9,56.0,6.47,6.43,3.99,4280
14551,0.71,Premium,F,VS2,62.6,58.0,5.67,5.7,3.56,2853
10513,1.28,Very Good,I,VS1,62.8,57.0,6.9,6.95,4.35,6726
5157,1.0,Good,E,VS2,58.2,60.0,6.52,6.54,3.8,6958
7840,1.01,Premium,H,VS2,,62.0,6.45,6.37,3.97,4559
5869,1.51,Ideal,H,SI2,62.3,58.0,7.27,7.33,4.55,7990
839,2.05,Premium,J,VS2,62.3,60.0,8.15,8.09,5.06,13667
26204,0.57,Ideal,E,VVS2,61.9,55.0,5.34,5.36,3.31,2534
25615,0.93,Ideal,I,SI1,62.0,57.0,6.22,6.26,3.87,2917
10387,1.24,Premium,G,VS1,62.0,59.0,6.88,6.92,4.28,7660
15194,1.7,Very Good,H,VS2,62.8,58.0,7.52,7.57,4.74,12874
14973,0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,1076
12799,0.98,Fair,G,I1,68.0,63.0,6.13,6.02,4.13,1749
